name,img,rating,review_count,short_desc,long_desc,coordinate,address,price,opening_times
Vietnam House Restaurant,https://ak-d.tripcdn.com/images/0105o12000khxndpu2F0E.jpg,4.8,8,,,"10.774962, 106.7040873","93-95-97 Dong Khoi, Ho Chi Minh City",70.0,Mon to Sun：_11:30-14:30 _17:30-21:30 
Bún Chả 145,https://ak-d.tripcdn.com/images/0105a12000fetjd8b926A.jpg,3.6,24,,,"10.7663698, 106.6918038","145 Bui Vien | Pham Ngu Lao Ward, District 1",6.0,Mon to Sat：_11:00-21:30 _Sun：_11:00-16:00 
Pho Mien Ga Ky Dong,https://ak-d.tripcdn.com/images/0102l12000d602ysv6A4F.png,4.7,6,,,"10.7839022, 106.6819786","5 14, Bis Ky Dong Street Ward 9, District 3, Ho Chi Minh City 70000 Vietnam",7.0,Mon to Sun：_05:30-22:30 
Jaspas Restaurant,https://ak-d.tripcdn.com/images/10060k000000caia2A5D9.jpg,0.0,0,,,"10.773607, 106.70559","33 Dong Khoi St, District 1, Ho Chi Minh City, Ho Chi Minh City 70000",20.0,Mon to Sun：_07:30-00:00 
94 Restaurant,https://ak-d.tripcdn.com/images/10030n000000eg1xuE827.jpg,4.5,10,,,"10.790264, 106.6977304","94 Dinh Tien Hoang, DaKao Ward, District 1",15.0,Mon to Sun：_06:00-21:00 
Cha Ca La Vong,https://ak-d.tripcdn.com/images/100a0g0000007q6oxCE5F.jpg,4.0,20,,,"10.778043, 106.68889","No 3-5 Ho Xuan Huong Street, Ward 6, District 3, Ho Chi Minh City 70000, Vietnam",9.0,Mon to Sun：_11:00-22:00 
Den Long - Home Cooked Vietnamese Restaurant,https://ak-d.tripcdn.com/images/100v12000000t11ep15DD.jpg,4.1,13,,,"10.7696967, 106.6907744","130 nguyen trai, District 1 ho chi minh city",11.0,Mon to Sun：_11:00-14:30 _17:00-22:00 
SORAE,https://ak-d.tripcdn.com/images/0106d12000d5zyz1x1210.jpg,4.6,13,,,"10.7720023, 106.7042935","Level 51, Bitexco Financial Tower, 2 Hai Trieu Street, Ben Nghe Ward, D1, HCMC, Ho Chi Minh City, Vietnam",104.0,Mon to Sun：_11:00-14:00 _17:00-23:00 
BEPMEIN 1 - LE THANH TON,https://ak-d.tripcdn.com/images/0103m12000bd2mraxD4A9.jpg,4.2,28,,,"10.7738567, 106.6980798","136/9 Đ. Lê Thánh Tôn, Phường Bến Thành, Quận 1, Hồ Chí Minh, Vietnam",8.0,Mon to Sun：_10:30-22:30 
Guanabana Smoothies,https://ak-d.tripcdn.com/images/100b0k000000cao7b543C.jpg,5.0,7,,,"10.7804245, 106.7035507","23 Ly Tu Trong, Quan 1, 23 Ly Tu Trong, District 1, Ho Chi Minh City 70000",7.0,Mon to Sun：_7:30-22:00 
Pho Quynh,https://ak-d.tripcdn.com/images/100s0n000000el6eaA3F6.jpg,4.3,49,An authentic Vietnamese noodle shop with a delicious and savory broth.,,"10.7674471, 106.690655","323 Pham Ngu Lao, Ho Chi Minh City, Vietnam",3.0,Mon to Sun：_pen all day 
Saigon Grill Restaurant,https://ak-d.tripcdn.com/images/0102l12000d601kxc99C2.jpg,4.6,13,Rooftop restaurant with views of local landmarks and delicious Vietnamese specialties,,"10.7769024, 106.6992778","91 Pasteur, Top Floor Terrace , Saigon Royal Building | Ben Nghe Ward, District 1, Ho Chi Minh City 700000, Vietnam",9.0,"Mon to Tues,Thur to Sun：_16:00-23:00 "
MOO BEEF STEAK PRIME,https://ak-d.tripcdn.com/images/0103x12000o8bv1v66723.jpg,4.8,11,"Famous popular restaurant known for high-quality, tender steaks",,"10.7732065, 106.7056656","35 Ngô Đức Kế, Phường Sài Gòn, Quận 1, Hồ Chí Minh, Vietnam",65.0,Mon to Thur：_10:30-14:00 _17:00-22:00 _Fri to Sun：_10:30-14:30 _17:00-22:00 
MAD House,https://ak-d.tripcdn.com/images/10050g0000007qe8063BF.jpg,3.0,6,,,"10.8053693, 106.7418423","6/1/2 Ngyuen U Di, Thao Dien, Quan 2, Hcmc, Ho Chi Minh City 700000, Vietnam",11.0,Mon to Sun：_08:00-22:00 
QUÁN BỤI - Original,https://ak-d.tripcdn.com/images/0105112000bd2jbssA2D8.jpg,4.8,13,"A renowned establishment with artistic flair, preparing healthy cuisine using traditional recipes",,"10.7813148, 106.7058729","19 Ngo Van Nam Ben Nghe Ward, 1, Ho Chi Minh City 700000 Vietnam",16.0,Mon to Sun：_07:00-23:00 
Bánh Mì Huynh Hoa,https://ak-d.tripcdn.com/images/0105v12000fetrx7g4097.jpg,4.3,55,Banh Mi (205 recommendations) | In business for over 30 years,,"10.7715364, 106.6923977","26 Đ. Lê Thị Riêng, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Vietnam",3.0,Mon to Sun：_06:00-22:00 
Dong Pho Restaurant,https://ak-d.tripcdn.com/images/0106312000d602i1t524C.png,0.0,0,,,"10.7763759, 106.6875177","57 Ho Xuan Huong Str, Dist 3, HCMC",13.0,Tues to Sun：_10:00-14:00 _17:00-21:00 
Ngon Restaurant,https://ak-d.tripcdn.com/images/0104212000khx0elfB6F5.jpg,4.6,126,Crispy Vietnamese pancakes (Recommended by 143 people) | Chinese-French-Vietnamese fusion style,,"10.7774178, 106.6996655","160 Pasteur, Ho Chi Minh City 7000 Vietnam",18.0,Mon to Sun：_07:00-22:30 
Annam Cafe Gourmet,https://ak-d.tripcdn.com/images/100c0g0000007qeyt4122.jpg,5.0,4,,,"10.776794, 106.70507","16-18 Hai Ba Trung St., Ben Nghe Ward.",9.0,Mon to Sun：_7:00-21:00 
AKUNA Restaurant,https://ak-d.tripcdn.com/images/0102212000jdroosj064D.jpg,5.0,5,A rooftop restaurant with spectacular night views and an incredibly satisfying signature burger,,"10.7799889, 106.7073396","Le Méridien Saigon, Level 9, 3C Đ. Tôn Đức Thắng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 70000, Vietnam",204.0,"Mon,Sun：_Closed all day _Tues to Sat：_18:00-22:00 "
Barbecue Garden,https://ak-d.tripcdn.com/images/100i0k000000c9npuD836.jpg,4.5,6,,,"10.7688969, 106.6683485","448 Đường 3 Tháng 2, Phường 12, Quận 10, Thành phố Hồ Chí Minh",15.0,Mon to Sun：_09:00-23:00 
Mekong Merchant Saigon,https://ak-d.tripcdn.com/images/100a0k000000c9bh400F0.jpg,3.0,3,,,"10.8034332, 106.7375136","23 Thao Dien | District 2, Ho Chi Minh City",8.0,Mon to Sun：_07:00-23:00 
,https://ak-d.tripcdn.com/images/0103y12000j7o1k86FA75.jpg,5.0,7,"A signature local dish, the specialty clay pot beef noodle soup has a mellow and fragrant flavor.",,"10.7713744, 106.6961334","14 Phạm Hồng Thái, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh",5.0,Mon to Sun：_06:00-03:00 
Chanh Bistro Rooftop Saigon,https://ak-d.tripcdn.com/images/100g0k000000cav92B688.jpg,3.0,10,Enjoy city views from the terrace and savor delicious Western cuisine,,"10.7727413, 106.6956617","43-45 ho Tung Mau, Ben Nghe, Quan 01, Ho Chi Minh City 00000",35.0,Mon to Sun：_10:30-23:00 
San Fu Lou Cantonese Kitchen,https://ak-d.tripcdn.com/images/0104o1200086ig47tF4F0.jpg,4.1,24,,,"10.7704659, 106.6942889","Ground Floor AB Tower, 76A Le Lai Street, District 1 Ho Chi Minh City, Vietnam 70",21.0,Mon to Sun：_7:00-2:30 
Pho Le,https://ak-d.tripcdn.com/images/0106q12000oext8phD09D.jpg,4.3,31,"Established in 1970, specializing in beef pho",,"10.7552959, 106.6735196","415 Nguyen Trai, Ho Chi Minh City 70000 Vietnam",3.0,Mon to Sun：_6:00-23:59 
Pho Hoa Pasteur,https://ak-d.tripcdn.com/images/10040n000000ei5414901.jpg,4.7,47,Traditional Vietnamese pho restaurant that has stood strong in the industry for decades with its distinctive flavors,,"10.7867054, 106.6892593","260C Pasteur, Phường 8, Quận 3, Thành phố Hồ Chí Minh",5.0,Mon to Sun：_06:00-22:30 
3G TROIS GOURMANDS,https://ak-d.tripcdn.com/images/0104p12000jcoe2vb3EF4.jpg,4.5,18,"Award-winning restaurant with world food honors, serving excellent French cuisine",,"10.8061141, 106.7406539","39 Tran Ngoc Dien Street, Thao Dien Ward, District 2, HCM City",99.0,Mon to Sun：_11:30-14:00 _17:30-23:00 
My Banh Mi,https://ak-d.tripcdn.com/images/100w0k000000cfwuz430D.jpg,3.7,22,A hidden gem of a bakery with a variety of sandwich flavors to choose from.,,"10.7792353, 106.7005046","57 Nguyen Du Street, Ben Nghe Ward, District 1, Ho Chi Minh City 70000",8.0,Mon to Sun：_9:30-19:30 
Mandarine Restaurant,https://ak-d.tripcdn.com/images/0101l12000jdqsrnu453D.jpg,4.3,18,A quaint and elegant Vietnamese restaurant that offers a variety of exciting live performances.,,"10.781083, 106.706074","11A Ngo Van Nam Street, Ben Nghe Ward, District 1, HCMC",62.0,Mon to Sun：_11:30-14:00 _17:30-22:00 
Le Jardin,https://ak-d.tripcdn.com/images/100k0g0000007q77k77EE.jpg,4.0,4,,,"10.7800089, 106.7033491","31 Thai Van Lung, Ben Nghe, District 1, Ho Chi Minh",25.0,Mon to Sun：_11:30-14:00 _18:00-21:00 
Anan Saigon,https://ak-d.tripcdn.com/images/0106q12000jdr819cB1A4.jpg,4.6,13,,,"10.771729, 106.702893","89 Ton That Dam, D1, HCMC",126.0,Mon：_Closed all day _Tues to Sun：_17:00-23:00 
The Workshop,https://ak-d.tripcdn.com/images/0105u12000knbv1l84CCA.jpg,4.3,12,,,"10.7734764, 106.7056037","27 Ngo Duc Ke, P. Ben Nghe, Q.1 (2nd floor), Ho Chi Minh City, Vietnam",6.0,Mon to Sun：_8:00-20:30 
La Fiesta,https://ak-d.tripcdn.com/images/0103t12000bd2jskg7605.jpg,4.0,10,,,"10.7738714, 106.6966781","128 Ly Tu Trong, Ben Thanh Ward, Quan 1, Ho Chi Minh City, Vietnam, 0000",14.0,Tues to Sun：_11:00-22:00 
Ciao Bella IL Primo,https://ak-d.tripcdn.com/images/0104212000bcu914y3474.jpg,5.3,14,,,"10.776279, 106.7050189","11 Dong Du Street District 1, Ho Chi Minh City Vietnam Vietnam",33.0,Mon to Fri：_11:00-22:00 _Sun：_17:00-22:00 
The View Rooftop Bar,https://ak-d.tripcdn.com/images/0105b12000h5x44f366A8.jpg,4.3,7,,,"10.7657195, 106.6910607","On the 9th floor of Duc Vuong Hotel, 195 Đ. Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh 700000, Vietnam",12.0,Mon to Sun：_7:00-2:00 
Nha Tu Restaurant,https://ak-d.tripcdn.com/images/0101012000o23hkl967AB.jpg,5.0,3,,,"10.7751517, 106.6895494","129/4 Vo Van Tan Street, Vo Thi Sau Ward, District 3, Ho Chi Minh City",18.0,Mon to Sun：_10:00-22:30 
,https://ak-d.tripcdn.com/images/0105m12000km1clua302A.jpg,4.6,9,,,"10.7889047, 106.6907892","274 Hai Bà Trưng, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh, Vietnam",3.0,Mon to Sun：_7:00-23:00 
Nhà Hàng Tân Hải Vân,https://ak-d.tripcdn.com/images/0101j12000neld3893F1E.jpg,4.0,1,,,"10.7693245, 106.6903112","164 Nguyễn Trãi, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",8.0,Mon to Sun：_pen all day 
HOME SAIGON,https://ak-d.tripcdn.com/images/100112000000t2wzl181C.jpg,4.7,4,,,"10.7831137, 106.6896044","216/4 Dien Bien Phu, Ward 4, District 3, Ho Chi Minh City",55.0,Mon to Sun：_11:00-22:00 
Maison Marou Flagship Saigon,https://ak-d.tripcdn.com/images/0103i12000oeym18e9211.jpg,4.3,9,,,"10.7695947, 106.6978034","167 – 169 CALMETTE ST, D1, HCMC",11.0,Mon to Thur：_09:00-22:00 _Fri to Sun：_09:00-22:30 
Ocean Palace,https://ak-d.tripcdn.com/images/0102a12000nelrcezF67B.jpg,4.5,7,,,"10.7873697, 106.7044803","2 Le Duan, Ben Nghe, District 1, Ho Chi Minh",16.0,Mon to Sun：_9:00-23:00 
Hoang Tam,https://ak-d.tripcdn.com/images/0105712000jbmjtso7FFE.jpg,4.6,7,"The restaurant's decor is quaint and unique, and it serves a wide variety of local dishes.",,"10.7573803, 106.6891377","TK22/1 Đ. Nguyễn Cảnh Chân, Cầu Kho, Quận 1, Thành phố Hồ Chí Minh, Vietnam",14.0,Mon to Sun：_10:00-22:00 
Bếp Cuốn Sài Gòn,https://ak-d.tripcdn.com/images/0101q12000khy1wfb4067.jpg,4.5,8,"Bright, elegant ambiance and renowned Vietnamese classics",,"10.82293, 106.62975","76 Võ Văn Tần, Phường Võ Thị Sáu, Quận 3, Ho Chi Minh City 70000 Vietnam",11.0,Mon to Sun：_10:30-21:00 
Lai,https://ak-d.tripcdn.com/images/0103s12000d5zxurk945F.jpg,4.7,6,"Quality Chinese cuisine cooked to perfection, with beautiful city views from the 28th floor",,"10.7728907, 106.7005597","28th Floor, Sedona Suite, 92-94 Nam Kỳ Khởi Nghĩa, Bến Nghé Ward, District 1, Ho Chi Minh City",41.0,Mon to Sun：_11:30-22:30 
Pizza 4P’s Le Thanh Ton,https://ak-d.tripcdn.com/images/0104h12000o200ou53A71.jpg,5.2,17,"Unique cave-style design, serving quality pizzas baked with carefully selected fresh ingredients",,"10.7818738, 106.7051397","8/15 Le Thanh Ton, Ben Nghe Ward, District 1, Ho Chi Minh City",17.0,Mon to Sun：_11:00-23:00 
Breeze Sky Bar,https://ak-d.tripcdn.com/images/0102912000chtttzw1936.jpg,4.8,6,An elegant retro bar with a terrace offering breathtaking views of the Saigon River.,,"10.7730436, 106.7062459","01 Dong Khoi Street, Ben Nghe Ward, District 1, Ho Chi Minh City, Vietnam, 008428",37.0,Mon to Sun：_pen all day 
Firkin Bar,https://ak-d.tripcdn.com/images/0104512000chtm5462D48.jpg,4.4,8,,,"10.7758456, 106.7049606","20 Mac Thi Buoi St., Ben Nghe W, District., Ho Chi Minh City, Ho Chi Minh City, Vietnam",12.0,Mon to Sun：_18:00-1:00 
Di Mai Restaurant - Vincom Landmark 81,https://ak-d.tripcdn.com/images/0102p12000jbnb7910672.jpg,5.0,2,,,"10.795032, 106.72191","772 Dien Bien Phu L02-03, Vincom Center Landmark 81, Binh Thanh District, Ho Chi Minh City 700000 Vietnam",14.0,Mon to Fri：_10:30-22:00 _Sat to Sun：_9:30-22:00 
Drinking & Healing,https://ak-d.tripcdn.com/images/0100a12000chu4j2m788C.jpg,4.8,6,,,"10.770513, 106.7044597","2nd Floor, 25 Ho Tung Mau St.,District 1 HCM City",20.0,Mon to Sun：_18:30-02:00 
Banh Canh Cua,https://ak-d.tripcdn.com/images/10090k000000cd7au0BCB.jpg,4.0,6,,,"10.794567, 106.69094","87 Tran Khac Chan, District 1, Ho Chi Minh City",1.0,Mon to Sun：_15:30-20:30 
Oc Oanh,https://ak-d.tripcdn.com/images/0101h12000jbmqb87A899.jpg,4.8,6,,,"10.760936, 106.7033","534 Vinh Khanh Ward 8, District 4, Ho Chi Minh City 70,000 Vietnam",16.0,Mon to Sun：_13:00-00:00 
Skewers Restaurant,https://ak-d.tripcdn.com/images/100s0n000000e8j0w3BD2.jpg,0.0,0,,,"10.7790176, 106.7046931","9A Thai Van Lung, Dist.1, HCMC",33.0,Mon to Sat：_11:30-14:00 _17:30-22:00 _Sun：_17:00-22:00 
Phở Kim Hưng,https://ak-d.tripcdn.com/images/0100n12000jfqtjw3B167.jpg,4.7,3,,,"10.7231888, 106.7098772","Chung Cư Mỹ Phúc, 78 Lý Long Tường, Tân Phong, Quận 7, Thành phố Hồ Chí Minh 700000, Vietnam",3.0,Mon to Sun：_6:00-22:00 
Social Club Rooftop Bar,https://ak-d.tripcdn.com/images/0103m12000chujd1o829A.jpg,5.0,7,,,"10.7823659, 106.6973005","76 - 78 Nguyen Thi Minh Khai, Dist.3, 70000 Ho Chi Minh City Vietnam",20.0,"Mon to Thur,Sun：_15:00-23:59 _Fri to Sat：_15:00-1:00 "
Pizza 4P's PMH,https://ak-d.tripcdn.com/images/0103k12000khxwvmt9B4A.jpg,4.3,10,,,"10.731796, 106.716736","Lot MD2, Nguyen Van Linh Boulevard, Tan Phu Ward, Dist. 7 | In front of Saigon South Golf Course. Two blocks behind the BMW dealership., Ho Chi Minh City 70000, Vietnam",22.0,Mon to Sun：_10:00-22:00 
Hoang Yen Vietnamese Cuisine - Ngo Duc Ke,https://ak-d.tripcdn.com/images/0100y12000d602h3y8D7A.png,5.0,4,,,"10.7740716, 106.7060276","7 Ngo Duc Ke Street, Dist. 1, Ho Chi Minh City Vietnam",11.0,Mon to Sun：_10:00-22:00 
The Iron Bank - Cocktail Vault,https://ak-d.tripcdn.com/images/0105412000chttz6a57EA.jpg,4.8,6,Medieval-style cocktail bar with an emphasis on mixology and atmosphere,,"10.770217, 106.703528","47 Ton That Dam, Ho Chi Minh City, Vietnam",7.0,Mon to Sun：_17:00-01:00 
"Hum, Garden & Restaurant",https://ak-d.tripcdn.com/images/0104y12000d6042a064F8.png,5.0,3,,,"10.804406, 106.74405","32, D10 Street Thao Dien Ward, District 2, Ho Chi Minh City Vietnam",15.0,Mon to Sun：_10:00-22:00 
Layla - Eatery & Bar,https://ak-d.tripcdn.com/images/0102412000chtlwv4E48D.jpg,4.9,7,"A sophisticated, artistic design with popular creative cocktails",,"10.7754096, 106.7041427","Second floor, 63 Đ. Đông Du, Bến Nghé, Quận 1, 700000, Vietnam",8.0,Mon to Thur：_16:00-1:00 _Fri to Sat：_16:00-2:00 _Sun：_13:00-1:00 
"THE VINTAGE EMPORIUM DA KAO, DISTRICT. 01",https://ak-d.tripcdn.com/images/0104q12000oezdljm4708.jpg,4.0,7,"Simple retro decor, brunch made with premium ingredients",,"10.7900984, 106.6992559","95B Nguyen Van Thu, Da Kao.",9.0,Mon to Sun：_7:00-21:00 
"EL GAUCHO | HAI BA TRUNG, D1 | HCMC",https://ak-d.tripcdn.com/images/0102g12000khxnvvt2653.jpg,4.0,6,A hugely popular classic restaurant serving high-quality American steaks,,"10.778066, 106.7036095","74/1 HAI BA TRUNG, BEN NGHE WARD, DIST. 1, HCMC",82.0,Mon to Sun：_11:00-23:00 
Wrap and Roll,https://ak-d.tripcdn.com/images/0106f12000d602lah352E.png,4.8,22,,,"10.7812738, 106.7006301","Tầng trệt M Plaza, 39 Đ. Lê Duẩn, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000",10.0,Mon to Sun：_10:00-22:30 
Big Bowl Pho,https://ak-d.tripcdn.com/images/1004hk133uym4dmjkE291.jpg,3.8,8,,,"10.817203, 106.663818","Tan Son Nhat International Airport International Terminal, 2d Floor, Ho Chi Minh City 70000 Vietnam",7.0,Mon to Sun：_pen all day 
Hun Khoi BBQ,https://ak-d.tripcdn.com/images/100f1g000001h5feg202B.jpg,4.0,2,,,"10.769688, 106.70292","13 Pasteur District 1, Ho Chi Minh City 70000 Vietnam",13.0,Mon to Sat：_11:00-23:00 _Sun：_16:00-23:00 
The Snap Cafe,https://ak-d.tripcdn.com/images/0104t1200085tfbkuBBEC.jpg,4.0,3,,,"10.8053893, 106.7408135","32 Tran Ngoc Dien Street | Thao Dien Ward, District 2, Ho Chi Minh City 70000, Vietnam",10.0,Mon to Sun：_7:30-22:00 
,https://ak-d.tripcdn.com/images/0105f12000km2e790305A.jpg,5.0,1,,,"10.7740939, 106.6971338","112 Lý Tự Trọng, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",29.0,Mon to Sun：_11:00-14:00 _17:00-22:30 
pho Trang,https://ak-d.tripcdn.com/images/0100o120009hj1eag47A9.jpg,4.0,1,,,"10.8036495, 106.6851204","111 Phan Dang Luu, Ho Chi Minh City 84, Vietnam",3.0,Mon to Sun：_07:00-20:00 
Sushi Hokkaido Sachi,https://ak-d.tripcdn.com/images/100q060000001n6g22E0B.jpg,4.0,4,,,"10.7765188, 106.7048469","40-42 Dong du Street, Ben Nghe Ward, District 1 | B3-10A, Vincom Center, 70-72 le Thanh Ton Street, District 1, Ho Chi Minh City 70000, Vietnam",28.0,Mon to Sun：_10:30-23:00 
Chill Skybar & Dining,https://ak-d.tripcdn.com/images/0105w12000e57qh035777.jpg,5.0,10,,,"10.7705646, 106.6943776","Rooftop, Level 26, AB Tower, 76A Le Lai , District 1, HCMC, Vietnam",62.0,Mon to Sun：_17:30-1:30 
STIR - Modern Classic Cocktail,https://ak-d.tripcdn.com/images/0105t12000khwjrrb1B27.jpg,5.0,5,,,"10.7737341, 106.6980241",,16.0,Mon to Sun：_18:00-2:00 
Chidori - Coffee in Bed,https://ak-d.tripcdn.com/images/1me5512000jz9hfymD02A.jpg,4.0,2,,,"10.7993431, 106.6881959","6 Đường Hoa Cau, Phường 7, Phú Nhuận, Thành phố Hồ Chí Minh,",0,Mon to Sun：_8:00-23:00 
Cocotte,https://ak-d.tripcdn.com/images/0103x12000o5407k8AF5E.jpg,5.0,2,,,"10.7738063, 106.6980024","136/11 Le Thanh Ton Ben Thanh Ward, District 1 136/11 Le Thanh Ton Ben Thanh Ward, District 1, Ho Chi Minh City Vietnam",22.0,Mon to Sun：_10:00-23:00 
Tung Garden,https://ak-d.tripcdn.com/images/0101t1200082yw1v5606D.jpg,4.0,1,,,"10.7962656, 106.6731856","253 Nguyen Van Troi Street | Eastin Grand Hotel Saigon, Ho Chi Minh City 70000, Vietnam",28.0,Mon to Sun：_9:30-14:00 _17:30-21:30 
Katinat Saigon Kafe,https://ak-d.tripcdn.com/images/0106e12000km3dcxm3FD0.jpg,4.3,4,"Industrial style, historic views of buildings & streets",,"10.774671, 106.704369","91 Dong Khoi St. District 1, Ho Chi Minh City 70000 Vietnam",2.0,Mon to Sun：_7:00-22:30 
Summer Experiment,https://ak-d.tripcdn.com/images/0106i12000chtlzy587EC.jpg,4.7,8,An endless summer concept with exciting bartending shows,,"10.7745819, 106.698041",,10.0,"Mon to Thur,Sun：_16:00-01:00 _Fri to Sat：_16:00-02:00 "
The Oasis Saigon Pool & Restaurant,https://ak-d.tripcdn.com/images/100d1g000001h5mr06164.jpg,4.0,2,,,"10.7679141, 106.6941805","40 / 13-15-17-21 Bui Vien Street, District 1, Ho Chi Minh City 70,000 Vietnam",2.0,Mon to Sun：_06:00-23:00 
Pho Viet Nam,https://ak-d.tripcdn.com/images/1tx2o12000km2gr903A11.jpg,4.8,7,,,"10.788224, 106.68864","66 Tran Quoc Toan Ward 8, Dist. 3 | 163 Tran Nao Ward Binh An, Dist. 2, Ho Chi Minh City 700000, Vietnam",5.0,Mon to Sun：_06:00-13:00 _17:00-21:00 
Banh Mi 362,https://ak-d.tripcdn.com/images/0107312000o26b3f7F283.jpg,5.0,2,"An old restaurant founded in 1980, serving hearty and flavorful sandwiches",,"10.7268849, 106.7087971","S49, Pham Van Nghi Street, District 7 Sky Garden 2, Ho Chi Minh City 70,000 Vietnam",2.0,Mon to Sun：_6:30-20:30 
Cafe RuNam,https://ak-d.tripcdn.com/images/100g1e000001fuw3e20EF.jpg,4.0,1,,,"10.774314, 106.704094","96 Mac Thi Buoi Ben Nghe warrd, District 1, Ho Chi Minh City 700000 Vietnam",0,Mon to Sun：_07:00-23:00 
Thương Rooftop,https://ak-d.tripcdn.com/images/0104g12000d2jq9x28C63.jpg,5.0,1,,,"10.7568205, 106.7061347","258 Đ. Tôn Đản, Phường 8, Quận 4, Hồ Chí Minh, Vietnam",6.0,Mon to Sun：_16:30-0:30 
Shin Coffee,https://ak-d.tripcdn.com/images/100w16000000z6bd90C9B.jpg,5.0,3,,,"10.774375, 106.705208","18 Ho Huan Nghiep Street, Ben Nghe Ward, District 1, Ho Chi Minh City 70000 Vietnam",4.0,
Bistro Song Vie Saigon,https://ak-d.tripcdn.com/images/100e0g0000007q78eD23B.jpg,4.0,6,,,"10.8158496, 106.7339621","197/2 Nguyen Van Huong Street, Thao Dien Ward, District 2, HCMC",38.0,Mon to Sun：_6:30-23:00 
The Lounge,https://ak-d.tripcdn.com/images/1me0w12000i6dujldAFE4.jpg,0.0,2,,,"10.7757706, 106.7042346","Sheraton Saigon Hotel & Towers 88 Dong Khoi Street, District 1, Ho Chi Minh City 70000 Vietnam",0,Mon to Sun：_07:00-00:00 
Com Nieu Sai Gon,https://ak-d.tripcdn.com/images/100u0g0000007whk8192B.jpg,5.0,5,,,"10.7819787, 106.6879746","27 Tu Xuong | District 3, Ho Chi Minh City 700000, Vietnam",18.0,Mon to Sun：_6:00-22:30 
Little HaNoi Egg Coffee,https://ak-d.tripcdn.com/images/0101412000o22xvbkA07D.jpg,5.0,1,,,"10.7797001, 106.6864737","258/1 Điện Biên Phủ, p, Quận 3, Hồ Chí Minh 700000, Vietnam",6.0,Mon to Sun：_07:00-21:30 
Bánh mì Anh Phán,https://ak-d.tripcdn.com/images/1me0y12000ebpx1sa1630.jpg,0.0,1,,,"10.76618, 106.6893197","145 Đ. Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh, Vietnam",0,Mon to Sun：_05:30-22:30 
Thiên Kim Bakery | Tiệm Bánh Cống Quỳnh | Bánh Kem Quận 1 | Bánh Kem Cống Quỳnh,https://ak-d.tripcdn.com/images/1me0y12000ebpx1sa1630.jpg,0.0,1,,,"10.7661135, 106.6894096","139 Đ. Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh, Vietnam",0,Mon to Sun：_08:00-22:00 
Meraki cafe,https://ak-d.tripcdn.com/images/1me2t12000fvt44weCB91.jpg,0.0,1,,,"10.7740558, 106.7041078","Cafe Apartment, Chung Cư 42, Đ. Nguyễn Huệ, street, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam",0,Mon to Sun：_8:00-23:30 
Rabbit Hole,https://ak-d.tripcdn.com/images/0104n12000okhvjhv53BB.jpg,5.0,1,,,"10.7775742, 106.6975438","138 Nam Ki Khoi Nghia street, District 1, HCMC",30.0,Mon to Sun：_18:00-2:00 
SoSo Coffee,https://ak-d.tripcdn.com/images/0102k120009bgoxtx6378.jpg,4.0,1,,,"10.7891045, 106.7184216","90 Đ. Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Thành phố Hồ Chí Minh,",0,Mon to Sun：_07:00-21:00 
POCPOC Garden,https://ak-d.tripcdn.com/images/0102u12000h5c29j98DC3.jpg,5.0,6,Known for its truly diverse music and live performances.,,"10.7810173, 106.6926803","79a Nguyễn Đình Chiểu, Phường 6, Quận 3, Hồ Chí Minh, Vietnam",25.0,Mon to Sun：_17:00-02:00 
Saigon Saigon Rooftop Bar,https://ak-d.tripcdn.com/images/100u0n000000ee9xq68AB.jpg,5.0,8,A stylish bar with an elegant ambiance and a terrace offering panoramic city views.,,"10.7761929, 106.7034271","19-23 Lam Son Square, Bến Nghé, Quận 1, Hồ Chí Minh, Vietnam",26.0,Mon to Sun：_16:30-1:00 
Bếp Ốc Sài Gòn,https://ak-d.tripcdn.com/images/0100112000o28po99ED28.jpg,5.0,1,"A lively food stall atmosphere, with seafood that stands out for its freshness",,"10.7782443, 106.7036552","74/7 Hai Bà Trưng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 71000, Vietnam",20.0,Mon to Sun：_11:00-22:00 
,https://ak-d.tripcdn.com/images/0101412000etuugmr7E30.jpg,0.0,1,,,"10.769578, 106.7015457","37 Đ. Nam Kỳ Khởi Nghĩa, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam",0,Mon to Sun：_10:00-22:00 
